SKU,Sale_Channel,DateTime,Quantity,Price
ELEC004,Store 1,2024-12-18 02:21:47.476079,1,981.79
CLT007,Online,2024-12-18 02:21:55.476079,1,60.71
HOME003,Online,2024-12-18 02:49:46.476079,5,94.71
CLT003,Store 1,2024-12-18 03:05:28.476079,2,51.54
CLT006,Online,2024-12-18 03:25:02.476079,4,53.94
HOME003,Online,2024-12-18 03:33:12.476079,4,97.51
CLT005,Store 1,2024-12-18 03:41:33.476079,2,48.9
HOME001,Marketplace,2024-12-18 03:58:48.476079,2,86.77
ELEC001,Store 2,2024-12-18 04:05:23.476079,4,940.78
CLT001,Store 1,2024-12-18 04:10:59.476079,1,65.2
HOME001,Store 2,2024-12-18 04:18:34.476079,4,88.31
ELEC005,Online,2024-12-18 04:21:11.476079,1,799.72
ELEC005,Store 1,2024-12-18 04:32:27.476079,2,842.64
CLT004,Online,2024-12-18 04:34:15.476079,2,58.92
CLT006,Online,2024-12-18 04:41:18.476079,4,51.8
CLT004,Online,2024-12-18 04:43:27.476079,1,56.64
CLT007,Online,2024-12-18 05:17:18.476079,2,61.24
CLT003,Store 1,2024-12-18 05:29:26.476079,4,48.76
ELEC003,Store 1,2024-12-18 05:38:03.476079,2,560.27
ELEC004,Online,2024-12-18 05:52:09.476079,3,949.34
ELEC003,Online,2024-12-18 06:03:52.476079,2,584.92
ELEC003,Store 1,2024-12-18 06:27:17.476079,5,583.83
ELEC002,Online,2024-12-18 06:52:44.476079,1,527.26
CLT006,Store 2,2024-12-18 06:57:36.476079,2,51.8
CLT006,Store 1,2024-12-18 07:08:27.476079,4,53.57
CLT004,Online,2024-12-18 07:16:57.476079,2,58.88
CLT002,Store 2,2024-12-18 07:21:43.476079,2,64.48
CLT007,Store 2,2024-12-18 07:28:06.476079,4,57.72
ELEC003,Online,2024-12-18 08:12:41.476079,1,553.91
CLT003,Online,2024-12-18 08:27:46.476079,1,48.84
ELEC005,Store 1,2024-12-18 09:06:21.476079,5,845.48
HOME003,Store 2,2024-12-18 09:06:44.476079,1,96.81
HOME001,Store 2,2024-12-18 09:14:31.476079,4,81.42
CLT002,Marketplace,2024-12-18 09:15:33.476079,5,68.09
ELEC004,Marketplace,2024-12-18 09:22:24.476079,3,931.4
ELEC004,Store 2,2024-12-18 09:28:05.476079,1,958.58
CLT005,Store 2,2024-12-18 09:38:43.476079,1,51.04
ELEC001,Marketplace,2024-12-18 09:46:41.476079,2,944.19
CLT002,Online,2024-12-18 09:54:16.476079,1,65.63
CLT004,Online,2024-12-18 10:01:19.476079,4,57.19
ELEC001,Store 1,2024-12-18 10:17:35.476079,3,941.46
CLT007,Online,2024-12-18 10:19:04.476079,4,58.08
CLT004,Marketplace,2024-12-18 10:19:15.476079,2,56.88
ELEC004,Store 2,2024-12-18 10:25:37.476079,3,977.67
HOME002,Store 2,2024-12-18 10:31:02.476079,2,78.28
CLT005,Online,2024-12-18 10:37:38.476079,4,48.64
CLT002,Store 2,2024-12-18 10:42:09.476079,5,67.12
ELEC004,Store 2,2024-12-18 10:54:40.476079,1,973.57
ELEC001,Store 2,2024-12-18 11:02:07.476079,1,995.51
HOME001,Online,2024-12-18 11:16:11.476079,3,86.0
HOME003,Store 1,2024-12-18 11:35:40.476079,2,88.8
CLT007,Online,2024-12-18 11:42:09.476079,2,58.36
ELEC004,Online,2024-12-18 11:50:56.476079,2,912.47
ELEC004,Store 2,2024-12-18 12:03:35.476079,1,911.45
ELEC002,Online,2024-12-18 12:13:55.476079,3,524.76
ELEC005,Store 2,2024-12-18 12:29:45.476079,1,826.7
ELEC004,Online,2024-12-18 12:35:10.476079,2,961.01
CLT006,Store 2,2024-12-18 12:44:11.476079,1,51.47
HOME003,Online,2024-12-18 12:45:55.476079,4,90.32
ELEC003,Online,2024-12-18 12:53:02.476079,2,557.36
ELEC003,Store 1,2024-12-18 12:58:18.476079,1,584.0
ELEC004,Online,2024-12-18 12:59:36.476079,1,916.04
HOME002,Online,2024-12-18 12:59:46.476079,2,77.63
CLT002,Online,2024-12-18 13:10:33.476079,1,67.88
ELEC002,Store 1,2024-12-18 13:15:09.476079,2,518.94
CLT004,Online,2024-12-18 13:24:52.476079,2,60.2
CLT001,Marketplace,2024-12-18 13:33:21.476079,1,59.68
HOME001,Marketplace,2024-12-18 13:34:11.476079,2,85.26
CLT004,Store 2,2024-12-18 13:40:23.476079,1,56.61
HOME002,Marketplace,2024-12-18 13:48:28.476079,3,83.83
ELEC005,Store 1,2024-12-18 13:54:20.476079,1,810.21
ELEC003,Marketplace,2024-12-18 13:58:16.476079,1,558.6
HOME002,Online,2024-12-18 14:06:14.476079,3,80.33
CLT001,Store 1,2024-12-18 14:24:04.476079,2,62.73
CLT003,Store 2,2024-12-18 14:26:09.476079,1,48.36
CLT002,Online,2024-12-18 14:34:30.476079,2,68.07
ELEC004,Store 2,2024-12-18 14:41:47.476079,3,995.66
ELEC001,Store 2,2024-12-18 14:45:48.476079,2,923.4
ELEC002,Store 2,2024-12-18 14:51:51.476079,2,519.39
CLT001,Online,2024-12-18 14:58:04.476079,1,59.63
CLT006,Store 1,2024-12-18 15:01:44.476079,4,52.66
HOME001,Store 1,2024-12-18 15:02:30.476079,1,80.36
ELEC004,Online,2024-12-18 15:03:09.476079,3,939.41
ELEC004,Store 1,2024-12-18 15:38:20.476079,1,988.83
ELEC004,Marketplace,2024-12-18 15:40:22.476079,1,904.8
HOME002,Store 2,2024-12-18 15:40:58.476079,5,83.79
ELEC004,Store 1,2024-12-18 15:47:19.476079,2,971.33
CLT005,Online,2024-12-18 15:55:22.476079,2,51.9
ELEC001,Marketplace,2024-12-18 15:59:05.476079,1,974.83
CLT006,Store 1,2024-12-18 16:04:19.476079,4,53.42
HOME003,Online,2024-12-18 16:06:48.476079,3,91.22
ELEC005,Online,2024-12-18 16:19:58.476079,1,818.43
CLT006,Online,2024-12-18 16:22:22.476079,3,51.1
CLT002,Online,2024-12-18 16:34:01.476079,4,63.18
CLT007,Store 1,2024-12-18 16:35:41.476079,3,57.14
CLT003,Store 2,2024-12-18 16:36:04.476079,1,49.45
CLT002,Online,2024-12-18 16:55:01.476079,4,62.56
CLT002,Online,2024-12-18 17:03:22.476079,1,63.04
HOME001,Store 2,2024-12-18 17:23:50.476079,2,84.43
ELEC004,Store 2,2024-12-18 17:27:18.476079,3,982.3
ELEC005,Marketplace,2024-12-18 17:32:50.476079,1,848.79
ELEC005,Online,2024-12-18 17:33:41.476079,1,800.83
CLT005,Online,2024-12-18 17:40:14.476079,1,49.03
CLT005,Online,2024-12-18 17:41:24.476079,4,51.1
CLT002,Online,2024-12-18 17:53:13.476079,2,64.81
ELEC004,Store 2,2024-12-18 17:54:39.476079,2,941.46
CLT007,Online,2024-12-18 18:16:19.476079,1,60.45
CLT001,Store 2,2024-12-18 18:26:09.476079,3,65.33
ELEC004,Marketplace,2024-12-18 18:54:05.476079,1,959.6
ELEC004,Store 1,2024-12-18 19:04:02.476079,2,946.77
HOME003,Store 2,2024-12-18 19:10:20.476079,2,89.49
CLT002,Store 1,2024-12-18 19:20:10.476079,2,64.32
HOME001,Online,2024-12-18 19:30:52.476079,1,88.3
ELEC001,Store 2,2024-12-18 19:40:04.476079,2,1005.2
ELEC004,Store 1,2024-12-18 20:08:21.476079,3,970.17
HOME001,Online,2024-12-18 20:16:47.476079,4,81.78
HOME003,Store 1,2024-12-18 20:18:08.476079,1,95.51
ELEC004,Online,2024-12-18 20:20:16.476079,5,951.96
ELEC002,Store 1,2024-12-18 20:29:07.476079,1,541.26
HOME002,Marketplace,2024-12-18 20:36:44.476079,1,81.96
HOME002,Online,2024-12-18 20:38:02.476079,4,84.91
ELEC003,Store 2,2024-12-18 20:38:15.476079,1,538.54
ELEC001,Store 1,2024-12-18 20:38:44.476079,3,966.4
CLT002,Online,2024-12-18 20:39:31.476079,1,68.47
CLT003,Store 2,2024-12-18 20:51:11.476079,2,49.25
CLT003,Store 2,2024-12-18 20:55:20.476079,1,49.06
CLT006,Online,2024-12-18 21:19:07.476079,1,50.86
CLT007,Online,2024-12-18 21:22:15.476079,5,61.77
ELEC005,Online,2024-12-18 21:34:47.476079,1,874.62
HOME002,Store 2,2024-12-18 22:15:23.476079,2,79.49
CLT007,Online,2024-12-18 22:15:49.476079,2,58.34
ELEC004,Online,2024-12-18 22:32:51.476079,3,916.17
HOME003,Marketplace,2024-12-18 23:16:39.476079,1,88.71
CLT007,Online,2024-12-18 23:46:34.476079,1,59.58
ELEC001,Online,2024-12-19 00:20:27.476079,1,926.46
CLT005,Store 2,2024-12-19 00:32:32.476079,1,49.12
ELEC003,Online,2024-12-19 00:48:42.476079,4,557.9
HOME003,Online,2024-12-19 00:54:10.476079,2,96.98
HOME001,Store 1,2024-12-19 01:00:04.476079,4,83.31
ELEC002,Marketplace,2024-12-19 01:07:44.476079,5,520.67
CLT002,Online,2024-12-19 01:47:28.476079,2,67.22
CLT001,Marketplace,2024-12-19 01:55:48.476079,5,60.97
ELEC005,Store 1,2024-12-19 02:10:51.476079,3,857.57
HOME002,Store 1,2024-12-19 02:13:34.476079,5,79.55
ELEC004,Online,2024-12-19 02:42:16.476079,4,930.65
ELEC003,Marketplace,2024-12-19 03:21:49.476079,2,557.72
HOME002,Store 1,2024-12-19 03:30:47.476079,1,77.78
CLT002,Store 1,2024-12-19 03:47:05.476079,1,63.48
CLT006,Marketplace,2024-12-19 03:59:23.476079,4,55.33
HOME002,Online,2024-12-19 04:00:00.476079,2,85.32
CLT005,Store 2,2024-12-19 04:32:07.476079,4,51.25
CLT004,Online,2024-12-19 04:51:37.476079,1,56.2
ELEC001,Online,2024-12-19 04:52:26.476079,1,1001.46
CLT006,Online,2024-12-19 05:25:01.476079,1,52.9
HOME001,Online,2024-12-19 06:15:04.476079,3,86.98
CLT003,Online,2024-12-19 06:22:20.476079,2,52.56
CLT002,Store 2,2024-12-19 06:22:35.476079,4,66.81
CLT003,Online,2024-12-19 06:35:38.476079,1,49.93
CLT004,Store 1,2024-12-19 06:40:20.476079,4,58.71
CLT005,Online,2024-12-19 06:52:04.476079,1,47.43
CLT002,Store 2,2024-12-19 06:58:08.476079,1,65.49
CLT005,Online,2024-12-19 07:01:09.476079,1,49.55
ELEC002,Store 2,2024-12-19 07:25:39.476079,1,532.3
ELEC003,Online,2024-12-19 08:08:43.476079,1,573.96
CLT001,Online,2024-12-19 08:21:19.476079,1,65.59
HOME001,Store 2,2024-12-19 08:26:18.476079,1,86.41
ELEC004,Store 2,2024-12-19 09:10:23.476079,4,976.07
HOME003,Store 1,2024-12-19 09:13:12.476079,3,91.85
ELEC004,Store 1,2024-12-19 09:14:11.476079,3,946.33
ELEC004,Online,2024-12-19 09:15:06.476079,2,979.64
CLT001,Marketplace,2024-12-19 09:26:55.476079,3,62.95
CLT004,Online,2024-12-19 09:31:32.476079,4,58.03
CLT002,Online,2024-12-19 10:09:46.476079,5,66.23
CLT007,Online,2024-12-19 10:26:41.476079,1,58.55
HOME003,Store 1,2024-12-19 10:42:40.476079,1,95.3
CLT007,Online,2024-12-19 10:46:47.476079,2,61.48
CLT004,Marketplace,2024-12-19 10:52:56.476079,3,57.62
CLT006,Online,2024-12-19 11:01:10.476079,1,50.8
CLT005,Store 1,2024-12-19 11:04:13.476079,1,50.93
CLT004,Online,2024-12-19 11:25:52.476079,5,57.61
CLT006,Marketplace,2024-12-19 11:26:01.476079,1,54.45
ELEC005,Online,2024-12-19 11:26:12.476079,1,799.87
ELEC004,Store 1,2024-12-19 11:29:09.476079,5,970.98
CLT004,Store 1,2024-12-19 11:33:56.476079,1,61.4
HOME002,Store 2,2024-12-19 11:41:56.476079,2,78.92
ELEC002,Online,2024-12-19 11:47:35.476079,2,543.09
CLT006,Online,2024-12-19 11:52:26.476079,2,51.94
ELEC003,Online,2024-12-19 12:25:25.476079,3,552.24
ELEC005,Store 2,2024-12-19 12:34:36.476079,2,824.23
CLT004,Store 1,2024-12-19 12:36:15.476079,2,57.48
CLT005,Store 2,2024-12-19 12:45:41.476079,5,51.1
CLT002,Online,2024-12-19 12:49:32.476079,4,66.44
CLT007,Online,2024-12-19 12:57:17.476079,4,58.67
CLT005,Store 2,2024-12-19 13:10:38.476079,1,49.26
ELEC002,Marketplace,2024-12-19 13:13:02.476079,2,514.83
ELEC001,Online,2024-12-19 13:21:56.476079,1,914.22
CLT002,Online,2024-12-19 13:26:49.476079,1,65.34
CLT004,Online,2024-12-19 13:29:56.476079,1,61.54
CLT004,Store 1,2024-12-19 13:36:26.476079,1,61.71
ELEC002,Online,2024-12-19 13:39:35.476079,2,529.95
ELEC004,Store 2,2024-12-19 13:40:09.476079,2,910.06
CLT005,Marketplace,2024-12-19 13:56:05.476079,4,49.31
CLT006,Online,2024-12-19 13:56:37.476079,2,50.8
CLT006,Online,2024-12-19 13:57:06.476079,3,50.96
ELEC002,Store 1,2024-12-19 14:02:58.476079,5,509.67
ELEC005,Store 1,2024-12-19 14:06:00.476079,3,838.84
ELEC002,Online,2024-12-19 14:08:18.476079,1,514.08
CLT004,Marketplace,2024-12-19 14:09:28.476079,4,60.44
CLT007,Online,2024-12-19 14:10:08.476079,2,60.76
HOME003,Online,2024-12-19 14:11:27.476079,5,95.39
CLT001,Store 1,2024-12-19 14:23:52.476079,1,62.76
HOME002,Online,2024-12-19 14:47:55.476079,2,79.15
CLT005,Online,2024-12-19 14:49:59.476079,4,47.66
HOME003,Online,2024-12-19 14:57:40.476079,1,96.1
HOME003,Store 1,2024-12-19 14:57:55.476079,2,91.54
ELEC001,Store 1,2024-12-19 15:00:02.476079,2,955.86
CLT003,Marketplace,2024-12-19 15:01:39.476079,3,52.82
CLT007,Online,2024-12-19 15:10:36.476079,4,59.06
HOME002,Online,2024-12-19 15:16:34.476079,5,84.04
ELEC002,Online,2024-12-19 15:21:44.476079,1,520.07
ELEC002,Store 1,2024-12-19 15:34:34.476079,1,543.12
ELEC004,Store 2,2024-12-19 15:38:35.476079,4,980.71
ELEC002,Online,2024-12-19 15:38:38.476079,3,554.01
CLT006,Online,2024-12-19 16:12:21.476079,1,51.4
HOME003,Store 1,2024-12-19 16:17:15.476079,5,88.84
CLT005,Store 2,2024-12-19 16:27:44.476079,3,52.01
ELEC004,Store 1,2024-12-19 16:31:58.476079,2,962.91
HOME003,Marketplace,2024-12-19 16:41:25.476079,4,95.44
CLT004,Marketplace,2024-12-19 16:44:12.476079,2,57.75
ELEC004,Store 2,2024-12-19 16:45:22.476079,3,996.07
ELEC004,Online,2024-12-19 16:54:27.476079,1,952.17
CLT006,Store 1,2024-12-19 17:02:16.476079,1,52.63
CLT004,Online,2024-12-19 17:02:31.476079,1,57.17
ELEC004,Marketplace,2024-12-19 17:06:52.476079,5,977.31
HOME001,Online,2024-12-19 17:08:07.476079,5,86.57
CLT007,Store 2,2024-12-19 17:11:33.476079,2,57.67
ELEC002,Store 2,2024-12-19 17:20:15.476079,1,545.12
ELEC004,Online,2024-12-19 17:21:28.476079,2,942.53
HOME003,Store 1,2024-12-19 17:36:44.476079,5,95.53
CLT006,Online,2024-12-19 17:39:26.476079,1,52.1
ELEC003,Store 1,2024-12-19 17:49:47.476079,2,567.81
ELEC003,Marketplace,2024-12-19 17:50:35.476079,1,542.49
CLT005,Store 1,2024-12-19 17:54:44.476079,3,50.74
HOME002,Marketplace,2024-12-19 18:00:45.476079,1,77.7
CLT002,Online,2024-12-19 18:03:37.476079,1,68.3
ELEC002,Store 1,2024-12-19 18:05:03.476079,3,515.15
HOME001,Online,2024-12-19 18:11:53.476079,2,82.19
ELEC003,Store 1,2024-12-19 18:13:45.476079,1,552.36
CLT001,Store 1,2024-12-19 19:10:33.476079,3,59.63
ELEC004,Store 2,2024-12-19 19:17:07.476079,4,977.63
ELEC002,Store 2,2024-12-19 19:19:06.476079,1,526.46
ELEC001,Marketplace,2024-12-19 19:19:55.476079,4,968.58
ELEC001,Online,2024-12-19 19:25:34.476079,1,951.81
ELEC003,Online,2024-12-19 19:32:39.476079,2,584.13
ELEC002,Store 2,2024-12-19 19:37:15.476079,2,506.22
ELEC002,Store 1,2024-12-19 19:38:10.476079,2,547.49
CLT005,Online,2024-12-19 19:38:22.476079,3,47.88
ELEC003,Store 2,2024-12-19 19:43:29.476079,1,577.21
HOME002,Store 2,2024-12-19 19:44:10.476079,1,83.22
ELEC003,Online,2024-12-19 19:49:05.476079,2,531.77
HOME002,Store 2,2024-12-19 19:51:39.476079,1,85.27
ELEC005,Store 2,2024-12-19 19:57:47.476079,4,811.21
HOME003,Store 1,2024-12-19 19:59:30.476079,1,94.04
CLT006,Store 2,2024-12-19 20:02:28.476079,5,53.51
CLT006,Store 1,2024-12-19 20:21:22.476079,1,51.36
HOME003,Store 1,2024-12-19 20:21:58.476079,2,93.43
CLT007,Store 2,2024-12-19 20:34:01.476079,1,59.04
ELEC004,Online,2024-12-19 20:35:24.476079,4,975.87
CLT005,Store 1,2024-12-19 20:40:08.476079,4,50.39
ELEC004,Store 1,2024-12-19 20:42:59.476079,1,986.47
CLT004,Online,2024-12-19 20:43:04.476079,4,60.3
HOME002,Store 2,2024-12-19 20:54:04.476079,2,81.6
HOME001,Online,2024-12-19 21:06:24.476079,1,81.28
HOME002,Online,2024-12-19 21:07:52.476079,5,84.89
HOME001,Store 2,2024-12-19 23:02:00.476079,3,82.06
CLT002,Store 2,2024-12-19 23:33:31.476079,1,68.99
CLT002,Store 2,2024-12-19 23:37:14.476079,1,67.0
ELEC004,Online,2024-12-19 23:37:20.476079,2,965.9
ELEC005,Online,2024-12-19 23:45:19.476079,1,881.12
CLT003,Store 1,2024-12-19 23:45:20.476079,2,52.67
CLT005,Online,2024-12-20 00:07:54.476079,2,48.42
CLT003,Online,2024-12-20 00:25:07.476079,4,52.9
CLT003,Marketplace,2024-12-20 00:25:30.476079,1,48.26
ELEC001,Store 1,2024-12-20 00:27:21.476079,3,975.53
ELEC005,Online,2024-12-20 00:42:43.476079,1,817.63
HOME002,Marketplace,2024-12-20 00:43:46.476079,2,83.61
ELEC003,Online,2024-12-20 00:50:52.476079,4,558.9
CLT002,Online,2024-12-20 01:05:47.476079,1,64.84
CLT004,Store 2,2024-12-20 01:20:08.476079,1,59.53
CLT002,Store 2,2024-12-20 02:16:41.476079,1,63.4
CLT004,Store 1,2024-12-20 02:19:30.476079,5,60.29
ELEC004,Store 2,2024-12-20 02:27:49.476079,2,950.49
ELEC004,Store 2,2024-12-20 02:32:04.476079,3,902.31
CLT002,Store 1,2024-12-20 03:04:36.476079,2,65.99
ELEC001,Online,2024-12-20 03:20:50.476079,5,916.93
HOME002,Store 1,2024-12-20 03:21:21.476079,1,79.49
CLT006,Online,2024-12-20 03:21:28.476079,1,52.6
HOME003,Online,2024-12-20 04:23:57.476079,1,88.52
CLT002,Store 1,2024-12-20 04:38:43.476079,1,65.24
CLT003,Online,2024-12-20 05:01:32.476079,2,51.21
CLT006,Store 2,2024-12-20 05:09:48.476079,2,50.64
CLT007,Store 1,2024-12-20 05:22:02.476079,5,56.27
ELEC005,Marketplace,2024-12-20 05:44:03.476079,5,873.42
CLT002,Online,2024-12-20 05:49:31.476079,2,66.21
CLT004,Store 2,2024-12-20 05:52:59.476079,2,59.86
ELEC002,Store 2,2024-12-20 06:38:38.476079,1,525.05
HOME001,Store 2,2024-12-20 06:49:23.476079,3,87.67
ELEC001,Store 2,2024-12-20 07:19:21.476079,1,1001.59
ELEC002,Store 2,2024-12-20 07:37:03.476079,1,529.45
ELEC002,Store 2,2024-12-20 08:27:37.476079,2,543.26
ELEC003,Store 2,2024-12-20 08:40:32.476079,5,543.52
CLT006,Store 2,2024-12-20 08:42:23.476079,2,53.55
CLT004,Online,2024-12-20 08:55:58.476079,2,59.28
CLT005,Marketplace,2024-12-20 09:01:03.476079,1,51.47
ELEC004,Store 2,2024-12-20 09:02:06.476079,5,956.25
ELEC004,Online,2024-12-20 09:12:02.476079,2,924.39
CLT005,Store 2,2024-12-20 09:12:42.476079,5,47.73
ELEC002,Online,2024-12-20 09:18:41.476079,5,521.02
ELEC003,Store 1,2024-12-20 09:23:24.476079,1,585.39
CLT001,Online,2024-12-20 09:26:36.476079,2,64.9
HOME003,Online,2024-12-20 09:32:20.476079,3,95.23
ELEC001,Store 2,2024-12-20 09:35:43.476079,5,950.61
ELEC001,Store 1,2024-12-20 09:36:26.476079,3,987.7
ELEC005,Store 1,2024-12-20 09:42:33.476079,1,827.98
ELEC002,Online,2024-12-20 09:47:26.476079,4,528.81
CLT006,Store 1,2024-12-20 09:52:34.476079,1,50.9
ELEC001,Store 1,2024-12-20 09:54:24.476079,1,969.24
ELEC002,Online,2024-12-20 09:57:04.476079,3,536.92
ELEC005,Store 2,2024-12-20 10:02:38.476079,1,840.62
CLT005,Marketplace,2024-12-20 10:06:36.476079,3,50.08
CLT006,Store 1,2024-12-20 10:09:10.476079,1,53.21
CLT001,Store 1,2024-12-20 10:12:51.476079,3,60.62
ELEC004,Store 1,2024-12-20 10:15:36.476079,4,920.58
ELEC004,Store 1,2024-12-20 10:16:51.476079,1,956.74
CLT005,Online,2024-12-20 10:21:04.476079,1,48.11
ELEC005,Store 2,2024-12-20 10:28:53.476079,4,800.34
ELEC004,Online,2024-12-20 10:58:15.476079,3,902.48
ELEC002,Online,2024-12-20 11:01:11.476079,1,531.54
ELEC004,Marketplace,2024-12-20 11:09:59.476079,2,931.35
CLT005,Online,2024-12-20 11:39:46.476079,3,49.81
CLT004,Store 2,2024-12-20 11:49:35.476079,5,56.06
ELEC001,Online,2024-12-20 12:05:34.476079,1,970.12
CLT006,Online,2024-12-20 12:09:03.476079,2,53.66
ELEC002,Store 2,2024-12-20 12:10:49.476079,5,535.9
ELEC003,Store 1,2024-12-20 12:15:09.476079,1,542.22
CLT005,Online,2024-12-20 12:18:40.476079,2,49.27
ELEC004,Marketplace,2024-12-20 12:32:34.476079,1,920.52
ELEC001,Online,2024-12-20 12:36:39.476079,1,919.06
ELEC004,Online,2024-12-20 12:43:28.476079,4,943.81
ELEC001,Store 2,2024-12-20 12:46:05.476079,1,928.36
ELEC004,Store 1,2024-12-20 13:00:01.476079,5,993.31
CLT006,Store 1,2024-12-20 13:30:40.476079,4,50.34
HOME003,Store 1,2024-12-20 13:46:58.476079,2,95.89
ELEC002,Store 1,2024-12-20 13:48:03.476079,2,507.56
ELEC002,Online,2024-12-20 13:56:15.476079,1,517.06
CLT007,Online,2024-12-20 14:09:05.476079,2,56.78
ELEC004,Store 2,2024-12-20 14:19:31.476079,1,927.81
ELEC003,Store 2,2024-12-20 14:19:36.476079,1,546.86
HOME003,Marketplace,2024-12-20 14:26:13.476079,3,89.51
HOME003,Online,2024-12-20 14:34:23.476079,2,92.6
CLT001,Store 2,2024-12-20 14:34:25.476079,3,61.06
CLT004,Marketplace,2024-12-20 14:37:43.476079,1,57.19
HOME002,Store 2,2024-12-20 14:40:04.476079,1,82.86
ELEC004,Online,2024-12-20 14:50:31.476079,1,971.2
CLT001,Online,2024-12-20 14:55:38.476079,3,60.4
ELEC002,Online,2024-12-20 15:10:00.476079,5,543.68
ELEC002,Online,2024-12-20 15:10:31.476079,4,533.05
CLT002,Store 1,2024-12-20 15:25:55.476079,3,67.31
ELEC005,Store 1,2024-12-20 15:40:48.476079,2,874.46
ELEC003,Marketplace,2024-12-20 15:47:11.476079,1,555.99
HOME002,Store 1,2024-12-20 16:05:08.476079,1,81.54
ELEC002,Marketplace,2024-12-20 16:08:34.476079,5,514.91
CLT001,Store 2,2024-12-20 16:15:44.476079,2,62.44
ELEC001,Store 1,2024-12-20 16:15:54.476079,1,957.75
ELEC003,Online,2024-12-20 16:30:41.476079,3,535.55
CLT004,Online,2024-12-20 16:37:48.476079,1,60.81
CLT002,Online,2024-12-20 16:38:09.476079,2,65.69
ELEC001,Store 1,2024-12-20 16:56:53.476079,2,965.27
HOME001,Store 2,2024-12-20 16:57:42.476079,2,82.91
ELEC005,Store 1,2024-12-20 17:03:36.476079,1,879.4
HOME001,Store 1,2024-12-20 17:07:16.476079,2,84.34
CLT007,Marketplace,2024-12-20 17:12:37.476079,3,56.33
ELEC004,Store 1,2024-12-20 17:16:19.476079,4,943.72
ELEC004,Online,2024-12-20 17:38:48.476079,1,943.18
CLT004,Store 2,2024-12-20 17:40:39.476079,1,59.45
CLT002,Online,2024-12-20 17:45:22.476079,4,63.17
CLT003,Store 1,2024-12-20 18:05:14.476079,5,50.84
HOME001,Online,2024-12-20 18:10:28.476079,5,80.43
HOME001,Store 1,2024-12-20 18:17:48.476079,5,81.0
CLT001,Online,2024-12-20 18:28:10.476079,5,62.98
ELEC003,Online,2024-12-20 18:33:27.476079,1,581.36
CLT004,Store 1,2024-12-20 18:37:25.476079,3,57.82
ELEC005,Online,2024-12-20 18:44:20.476079,4,866.37
HOME002,Store 1,2024-12-20 18:51:06.476079,3,78.82
HOME003,Online,2024-12-20 18:54:22.476079,2,91.88
CLT006,Store 1,2024-12-20 18:56:06.476079,1,52.96
ELEC004,Store 2,2024-12-20 18:56:47.476079,1,965.36
HOME003,Online,2024-12-20 19:09:57.476079,3,97.66
CLT006,Online,2024-12-20 19:12:50.476079,2,52.72
ELEC004,Online,2024-12-20 19:28:56.476079,2,979.45
ELEC002,Online,2024-12-20 19:37:10.476079,1,521.81
ELEC001,Store 1,2024-12-20 19:37:50.476079,2,958.54
CLT006,Marketplace,2024-12-20 19:39:06.476079,2,51.69
CLT004,Marketplace,2024-12-20 19:52:56.476079,1,61.21
CLT005,Online,2024-12-20 20:16:48.476079,1,51.17
ELEC002,Store 2,2024-12-20 20:16:50.476079,3,516.86
ELEC002,Online,2024-12-20 20:19:03.476079,4,531.23
HOME002,Store 2,2024-12-20 20:20:07.476079,2,79.38
CLT006,Online,2024-12-20 20:42:22.476079,4,52.34
CLT002,Online,2024-12-20 20:44:16.476079,2,63.89
CLT004,Store 2,2024-12-20 20:44:19.476079,2,58.52
ELEC005,Store 2,2024-12-20 20:45:17.476079,5,845.86
ELEC001,Store 1,2024-12-20 20:49:17.476079,2,1006.06
HOME003,Store 2,2024-12-20 20:50:57.476079,1,97.59
ELEC001,Marketplace,2024-12-20 20:53:29.476079,3,954.09
HOME001,Store 1,2024-12-20 21:27:24.476079,2,81.25
ELEC004,Store 2,2024-12-20 22:35:08.476079,1,989.41
ELEC003,Store 2,2024-12-20 22:50:12.476079,4,579.85
ELEC005,Marketplace,2024-12-20 22:53:09.476079,2,874.15
ELEC003,Store 1,2024-12-20 23:19:59.476079,1,540.56
CLT004,Online,2024-12-20 23:43:09.476079,1,57.74
HOME001,Online,2024-12-20 23:55:17.476079,1,88.44
ELEC004,Online,2024-12-21 00:20:33.476079,2,953.27
CLT001,Store 1,2024-12-21 00:25:30.476079,4,64.35
CLT003,Online,2024-12-21 00:55:32.476079,4,50.35
ELEC001,Store 1,2024-12-21 01:33:45.476079,1,939.2
CLT004,Store 1,2024-12-21 01:33:52.476079,2,58.23
CLT006,Online,2024-12-21 01:51:40.476079,2,50.49
HOME003,Store 1,2024-12-21 02:10:18.476079,3,97.01
HOME003,Store 2,2024-12-21 02:17:14.476079,1,89.68
ELEC003,Online,2024-12-21 02:25:59.476079,2,538.51
CLT003,Marketplace,2024-12-21 02:34:32.476079,1,49.19
HOME001,Online,2024-12-21 02:37:36.476079,1,88.6
CLT003,Store 1,2024-12-21 02:43:36.476079,4,53.04
ELEC001,Store 2,2024-12-21 02:43:47.476079,2,971.41
CLT005,Store 1,2024-12-21 02:44:08.476079,5,50.59
CLT002,Store 1,2024-12-21 02:53:37.476079,1,66.42
CLT006,Store 1,2024-12-21 02:54:22.476079,1,50.54
ELEC003,Online,2024-12-21 03:13:50.476079,3,544.73
ELEC002,Store 2,2024-12-21 03:39:22.476079,1,557.3
